MapDate,AreaOfInterest,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID,date,pct_ge_D1,pct_ge_D2
20210706,Total,47.62,52.38,39.6,30.67,18.97,7.93,2021-07-06,2021-07-12,1,2021-07-06,97.17000000000002,57.57
20210629,Total,48.65,51.35,39.53,29.85,19.0,8.11,2021-06-29,2021-07-05,1,2021-06-29,96.49,56.96
20210622,Total,46.82,53.18,39.89,29.02,18.23,8.25,2021-06-22,2021-06-28,1,2021-06-22,95.39,55.5
20210615,Total,47.31,52.69,38.5,27.51,17.9,8.26,2021-06-15,2021-06-21,1,2021-06-15,92.17,53.669999999999995
20210608,Total,46.4,53.6,37.82,26.77,17.76,8.26,2021-06-08,2021-06-14,1,2021-06-08,90.61000000000001,52.79
20210601,Total,47.18,52.82,36.54,25.47,17.53,8.16,2021-06-01,2021-06-07,1,2021-06-01,87.69999999999999,51.16
20210525,Total,45.2,54.8,36.31,25.2,17.75,8.55,2021-05-25,2021-05-31,1,2021-05-25,87.81,51.5
20210518,Total,46.59,53.41,36.97,25.94,18.29,8.11,2021-05-18,2021-05-24,1,2021-05-18,89.30999999999999,52.34
20210511,Total,45.38,54.62,38.59,26.65,18.8,7.97,2021-05-11,2021-05-17,1,2021-05-11,92.01,53.42
20210504,Total,41.59,58.41,38.91,26.93,18.84,7.56,2021-05-04,2021-05-10,1,2021-05-04,92.24000000000001,53.33
20210427,Total,39.39,60.61,40.43,27.14,18.15,7.7,2021-04-27,2021-05-03,1,2021-04-27,93.42,52.99
20210420,Total,42.58,57.42,39.5,26.59,17.66,7.6,2021-04-20,2021-04-26,1,2021-04-20,91.35,51.85
20210413,Total,44.37,55.63,38.01,26.16,17.42,7.57,2021-04-13,2021-04-19,1,2021-04-13,89.16,51.15
20210406,Total,41.5,58.5,37.64,25.64,16.91,7.45,2021-04-06,2021-04-12,1,2021-04-06,87.64,50.0
20210330,Total,41.38,58.62,36.7,24.74,15.61,7.28,2021-03-30,2021-04-05,1,2021-03-30,84.33,47.629999999999995
20210323,Total,40.69,59.31,36.4,24.92,15.09,7.3,2021-03-23,2021-03-29,1,2021-03-23,83.71,47.31
20210316,Total,39.31,60.69,36.91,25.11,14.84,7.15,2021-03-16,2021-03-22,1,2021-03-16,84.01,47.1
20210309,Total,38.72,61.28,39.06,26.41,15.51,7.17,2021-03-09,2021-03-15,1,2021-03-09,88.15,49.09
20210302,Total,44.98,55.02,38.95,25.84,15.55,7.1,2021-03-02,2021-03-08,1,2021-03-02,87.44,48.49
20210223,Total,43.56,56.44,38.09,25.78,15.59,7.05,2021-02-23,2021-03-01,1,2021-02-23,86.51,48.42
20210216,Total,43.09,56.91,37.78,25.21,15.89,6.8,2021-02-16,2021-02-22,1,2021-02-16,85.67999999999999,47.9
20210209,Total,42.9,57.1,38.4,26.14,17.02,7.35,2021-02-09,2021-02-15,1,2021-02-09,88.90999999999998,50.51
20210202,Total,43.02,56.98,38.27,26.31,17.03,7.33,2021-02-02,2021-02-08,1,2021-02-02,88.94,50.67
20210126,Total,45.25,54.75,38.5,27.17,17.63,7.49,2021-01-26,2021-02-01,1,2021-01-26,90.78999999999999,52.29
20210119,Total,44.3,55.7,37.64,27.11,17.77,7.82,2021-01-19,2021-01-25,1,2021-01-19,90.34,52.699999999999996
20210112,Total,45.72,54.28,37.52,27.17,17.69,7.73,2021-01-12,2021-01-18,1,2021-01-12,90.11,52.59
20210105,Total,47.06,52.94,38.27,27.49,17.63,7.91,2021-01-05,2021-01-11,1,2021-01-05,91.3,53.03
20201229,Total,43.05,56.95,40.97,28.61,18.56,8.26,2020-12-29,2021-01-04,1,2020-12-29,96.4,55.43
20201222,Total,42.53,57.47,41.46,28.59,18.56,8.26,2020-12-22,2020-12-28,1,2020-12-22,96.87,55.41
20201215,Total,42.17,57.83,41.25,28.52,18.41,8.26,2020-12-15,2020-12-21,1,2020-12-15,96.44,55.19
20201208,Total,41.8,58.2,41.06,27.99,17.63,8.27,2020-12-08,2020-12-14,1,2020-12-08,94.94999999999999,53.89
20201201,Total,42.28,57.72,40.18,26.67,17.57,8.24,2020-12-01,2020-12-07,1,2020-12-01,92.65999999999998,52.480000000000004
20201124,Total,41.75,58.25,40.67,26.79,17.04,7.12,2020-11-24,2020-11-30,1,2020-11-24,91.62,50.949999999999996
20201117,Total,44.05,55.95,39.6,25.77,15.73,4.72,2020-11-17,2020-11-23,1,2020-11-17,85.82000000000001,46.22
20201110,Total,44.2,55.8,38.62,25.18,15.71,3.39,2020-11-10,2020-11-16,1,2020-11-10,82.89999999999999,44.28
20201103,Total,45.93,54.07,37.94,24.18,14.84,2.38,2020-11-03,2020-11-09,1,2020-11-03,79.33999999999999,41.4
20201027,Total,44.04,55.96,38.75,24.97,15.06,2.36,2020-10-27,2020-11-02,1,2020-10-27,81.14,42.39
20201020,Total,42.39,57.61,39.53,24.67,15.23,2.36,2020-10-20,2020-10-26,1,2020-10-20,81.79,42.260000000000005
20201013,Total,43.34,56.66,39.28,24.97,14.07,1.73,2020-10-13,2020-10-19,1,2020-10-13,80.05,40.769999999999996
20201006,Total,44.96,55.04,37.2,24.29,13.33,1.73,2020-10-06,2020-10-12,1,2020-10-06,76.55000000000001,39.349999999999994
20200929,Total,44.5,55.5,35.78,22.89,12.23,1.0,2020-09-29,2020-10-05,1,2020-09-29,71.9,36.120000000000005
20200922,Total,46.13,53.87,33.49,21.71,10.67,0.48,2020-09-22,2020-09-28,1,2020-09-22,66.35000000000001,32.86
20200915,Total,47.0,53.0,32.82,21.0,9.64,0.36,2020-09-15,2020-09-21,1,2020-09-15,63.82,31.0
20200908,Total,47.06,52.94,32.68,21.02,9.79,0.14,2020-09-08,2020-09-14,1,2020-09-08,63.63,30.95
20200901,Total,46.27,53.73,33.27,20.69,7.19,0.08,2020-09-01,2020-09-07,1,2020-09-01,61.230000000000004,27.96
20200825,Total,50.01,49.99,32.87,20.06,6.59,0.07,2020-08-25,2020-08-31,1,2020-08-25,59.589999999999996,26.72
20200818,Total,53.51,46.49,30.64,16.8,3.68,0.02,2020-08-18,2020-08-24,1,2020-08-18,51.14,20.5
20200811,Total,54.43,45.57,28.76,13.37,3.2,0.0,2020-08-11,2020-08-17,1,2020-08-11,45.330000000000005,16.57
20200804,Total,53.51,46.49,27.98,12.68,2.63,0.0,2020-08-04,2020-08-10,1,2020-08-04,43.29,15.309999999999999
20200728,Total,52.16,47.84,27.41,11.78,2.43,0.0,2020-07-28,2020-08-03,1,2020-07-28,41.62,14.209999999999999
20200721,Total,52.47,47.53,26.33,10.29,2.18,0.0,2020-07-21,2020-07-27,1,2020-07-21,38.8,12.469999999999999
20200714,Total,56.01,43.99,23.04,9.7,2.29,0.0,2020-07-14,2020-07-20,1,2020-07-14,35.029999999999994,11.989999999999998
20200707,Total,58.37,41.63,21.63,9.21,1.96,0.0,2020-07-07,2020-07-13,1,2020-07-07,32.8,11.170000000000002
20200630,Total,61.85,38.15,21.42,8.81,2.08,0.06,2020-06-30,2020-07-06,1,2020-06-30,32.370000000000005,10.950000000000001
20200623,Total,62.43,37.57,21.36,8.26,1.9,0.0,2020-06-23,2020-06-29,1,2020-06-23,31.519999999999996,10.16
20200616,Total,63.27,36.73,19.61,8.31,1.9,0.0,2020-06-16,2020-06-22,1,2020-06-16,29.82,10.21
20200609,Total,67.53,32.47,17.89,7.06,1.5,0.0,2020-06-09,2020-06-15,1,2020-06-09,26.45,8.559999999999999
20200602,Total,69.84,30.16,16.7,6.45,1.07,0.0,2020-06-02,2020-06-08,1,2020-06-02,24.22,7.5200000000000005
20200526,Total,71.1,28.9,15.49,6.0,1.03,0.0,2020-05-26,2020-06-01,1,2020-05-26,22.520000000000003,7.03
20200519,Total,70.1,29.9,15.8,6.1,1.09,0.0,2020-05-19,2020-05-25,1,2020-05-19,22.99,7.1899999999999995
20200512,Total,71.28,28.72,14.56,5.93,1.01,0.0,2020-05-12,2020-05-18,1,2020-05-12,21.500000000000004,6.9399999999999995
20200505,Total,74.25,25.75,13.44,5.24,0.81,0.0,2020-05-05,2020-05-11,1,2020-05-05,19.49,6.050000000000001
20200428,Total,76.0,24.0,12.33,4.72,0.39,0.0,2020-04-28,2020-05-04,1,2020-04-28,17.44,5.109999999999999
20200421,Total,77.5,22.5,12.27,4.72,0.41,0.0,2020-04-21,2020-04-27,1,2020-04-21,17.4,5.13
20200414,Total,78.62,21.38,12.14,3.63,0.13,0.01,2020-04-14,2020-04-20,1,2020-04-14,15.91,3.7699999999999996
20200407,Total,78.67,21.33,12.43,2.38,0.18,0.01,2020-04-07,2020-04-13,1,2020-04-07,14.999999999999998,2.57
20200331,Total,78.92,21.08,12.15,2.54,0.4,0.03,2020-03-31,2020-04-06,1,2020-03-31,15.120000000000001,2.9699999999999998
20200324,Total,79.05,20.95,9.9,2.36,0.33,0.03,2020-03-24,2020-03-30,1,2020-03-24,12.62,2.7199999999999998
20200317,Total,79.17,20.83,10.53,2.42,0.51,0.02,2020-03-17,2020-03-23,1,2020-03-17,13.479999999999999,2.9499999999999997
20200310,Total,79.69,20.31,10.75,2.17,0.43,0.0,2020-03-10,2020-03-16,1,2020-03-10,13.35,2.6
20200303,Total,79.1,20.9,9.63,2.1,0.43,0.0,2020-03-03,2020-03-09,1,2020-03-03,12.16,2.5300000000000002
20200225,Total,79.74,20.26,8.5,1.88,0.2,0.0,2020-02-25,2020-03-02,1,2020-02-25,10.579999999999998,2.08
20200218,Total,79.05,20.95,7.99,2.09,0.2,0.0,2020-02-18,2020-02-24,1,2020-02-18,10.28,2.29
20200211,Total,78.22,21.78,8.87,2.15,0.14,0.0,2020-02-11,2020-02-17,1,2020-02-11,11.16,2.29
20200204,Total,76.93,23.07,8.88,2.06,0.06,0.0,2020-02-04,2020-02-10,1,2020-02-04,11.000000000000002,2.12
20200128,Total,76.11,23.89,9.2,2.01,0.04,0.0,2020-01-28,2020-02-03,1,2020-01-28,11.249999999999998,2.05
20200121,Total,78.18,21.82,9.6,2.84,0.06,0.0,2020-01-21,2020-01-27,1,2020-01-21,12.5,2.9
20200114,Total,79.49,20.51,9.12,2.61,0.1,0.0,2020-01-14,2020-01-20,1,2020-01-14,11.829999999999998,2.71
20200107,Total,78.78,21.22,9.53,2.7,0.1,0.0,2020-01-07,2020-01-13,1,2020-01-07,12.33,2.8000000000000003
20191231,Total,78.53,21.47,9.53,3.21,0.06,0.0,2019-12-31,2020-01-06,1,2019-12-31,12.799999999999999,3.27
20191224,Total,77.34,22.66,10.45,3.5,0.09,0.0,2019-12-24,2019-12-30,1,2019-12-24,14.04,3.59
20191217,Total,76.14,23.86,10.74,3.41,0.09,0.0,2019-12-17,2019-12-23,1,2019-12-17,14.24,3.5
20191210,Total,75.27,24.73,9.46,3.73,0.09,0.0,2019-12-10,2019-12-16,1,2019-12-10,13.280000000000001,3.82
20191203,Total,72.03,27.97,9.91,3.85,0.09,0.0,2019-12-03,2019-12-09,1,2019-12-03,13.85,3.94
20191126,Total,70.89,29.11,11.95,4.8,0.16,0.0,2019-11-26,2019-12-02,1,2019-11-26,16.91,4.96
20191119,Total,73.58,26.42,12.2,4.84,0.16,0.0,2019-11-19,2019-11-25,1,2019-11-19,17.2,5.0
20191112,Total,73.37,26.63,12.92,4.93,0.04,0.0,2019-11-12,2019-11-18,1,2019-11-12,17.89,4.97
20191105,Total,75.01,24.99,13.75,5.28,0.44,0.0,2019-11-05,2019-11-11,1,2019-11-05,19.470000000000002,5.720000000000001
20191029,Total,70.15,29.85,15.59,6.51,0.43,0.0,2019-10-29,2019-11-04,1,2019-10-29,22.53,6.9399999999999995
20191022,Total,67.01,32.99,18.36,7.45,0.77,0.0,2019-10-22,2019-10-28,1,2019-10-22,26.58,8.22
20191015,Total,64.96,35.04,18.52,7.99,1.24,0.0,2019-10-15,2019-10-21,1,2019-10-15,27.749999999999996,9.23
20191008,Total,67.35,32.65,17.88,6.66,1.15,0.0,2019-10-08,2019-10-14,1,2019-10-08,25.689999999999998,7.8100000000000005
20191001,Total,65.15,34.85,16.96,5.3,0.8,0.0,2019-10-01,2019-10-07,1,2019-10-01,23.060000000000002,6.1
20190924,Total,64.43,35.57,16.23,3.72,0.4,0.0,2019-09-24,2019-09-30,1,2019-09-24,20.349999999999998,4.12
20190917,Total,67.47,32.53,13.72,3.9,0.51,0.0,2019-09-17,2019-09-23,1,2019-09-17,18.130000000000003,4.41
20190910,Total,69.27,30.73,14.28,3.46,0.5,0.0,2019-09-10,2019-09-16,1,2019-09-10,18.24,3.96
20190903,Total,70.19,29.81,11.33,2.34,0.41,0.0,2019-09-03,2019-09-09,1,2019-09-03,14.08,2.75
20190827,Total,71.2,28.8,10.52,2.31,0.38,0.0,2019-08-27,2019-09-02,1,2019-08-27,13.21,2.69
20190820,Total,72.41,27.59,7.95,1.79,0.26,0.0,2019-08-20,2019-08-26,1,2019-08-20,10.0,2.05
20190813,Total,74.7,25.3,6.79,1.38,0.16,0.0,2019-08-13,2019-08-19,1,2019-08-13,8.33,1.5399999999999998
20190806,Total,76.05,23.95,5.59,0.8,0.14,0.0,2019-08-06,2019-08-12,1,2019-08-06,6.529999999999999,0.9400000000000001
20190730,Total,77.16,22.84,6.93,1.31,0.14,0.0,2019-07-30,2019-08-05,1,2019-07-30,8.38,1.4500000000000002
20190723,Total,79.49,20.51,6.58,1.33,0.14,0.0,2019-07-23,2019-07-29,1,2019-07-23,8.05,1.4700000000000002
20190716,Total,80.42,19.58,6.56,0.87,0.14,0.0,2019-07-16,2019-07-22,1,2019-07-16,7.569999999999999,1.01
20190709,Total,80.66,19.34,3.63,0.81,0.14,0.0,2019-07-09,2019-07-15,1,2019-07-09,4.579999999999999,0.9500000000000001
20190702,Total,89.5,10.5,3.25,0.77,0.14,0.0,2019-07-02,2019-07-08,1,2019-07-02,4.159999999999999,0.91
20190625,Total,89.37,10.63,3.32,0.82,0.14,0.0,2019-06-25,2019-07-01,1,2019-06-25,4.279999999999999,0.96
20190618,Total,88.85,11.15,3.99,0.77,0.14,0.0,2019-06-18,2019-06-24,1,2019-06-18,4.8999999999999995,0.91
20190611,Total,90.04,9.96,3.99,0.54,0.14,0.0,2019-06-11,2019-06-17,1,2019-06-11,4.67,0.68
20190604,Total,88.06,11.94,4.97,0.7,0.14,0.0,2019-06-04,2019-06-10,1,2019-06-04,5.81,0.84
20190528,Total,88.74,11.26,3.33,0.28,0.14,0.0,2019-05-28,2019-06-03,1,2019-05-28,3.7500000000000004,0.42000000000000004
20190521,Total,91.01,8.99,2.71,0.27,0.14,0.0,2019-05-21,2019-05-27,1,2019-05-21,3.12,0.41000000000000003
20190514,Total,91.5,8.5,2.41,0.19,0.0,0.0,2019-05-14,2019-05-20,1,2019-05-14,2.6,0.19
20190507,Total,90.68,9.32,2.53,0.2,0.0,0.0,2019-05-07,2019-05-13,1,2019-05-07,2.73,0.2
20190430,Total,89.58,10.42,2.63,0.51,0.0,0.0,2019-04-30,2019-05-06,1,2019-04-30,3.1399999999999997,0.51
20190423,Total,88.55,11.45,2.58,0.54,0.0,0.0,2019-04-23,2019-04-29,1,2019-04-23,3.12,0.54
20190416,Total,87.07,12.93,3.78,0.86,0.0,0.0,2019-04-16,2019-04-22,1,2019-04-16,4.64,0.86
20190409,Total,83.72,16.28,4.31,0.86,0.0,0.0,2019-04-09,2019-04-15,1,2019-04-09,5.17,0.86
20190402,Total,81.59,18.41,5.43,1.05,0.0,0.0,2019-04-02,2019-04-08,1,2019-04-02,6.4799999999999995,1.05
20190326,Total,83.47,16.53,4.69,1.03,0.0,0.0,2019-03-26,2019-04-01,1,2019-03-26,5.720000000000001,1.03
20190319,Total,83.28,16.72,4.63,1.29,0.27,0.0,2019-03-19,2019-03-25,1,2019-03-19,6.1899999999999995,1.56
20190312,Total,80.6,19.4,6.03,1.77,0.44,0.03,2019-03-12,2019-03-18,1,2019-03-12,8.27,2.2399999999999998
20190305,Total,76.82,23.18,10.44,2.65,0.44,0.03,2019-03-05,2019-03-11,1,2019-03-05,13.559999999999999,3.1199999999999997
20190226,Total,76.6,23.4,10.65,3.53,0.46,0.03,2019-02-26,2019-03-04,1,2019-02-26,14.67,4.02
20190219,Total,73.92,26.08,13.08,5.01,1.11,0.05,2019-02-19,2019-02-25,1,2019-02-19,19.25,6.17
20190212,Total,71.95,28.05,13.56,5.39,1.6,0.05,2019-02-12,2019-02-18,1,2019-02-12,20.6,7.04
20190205,Total,73.63,26.37,13.63,5.8,1.6,0.14,2019-02-05,2019-02-11,1,2019-02-05,21.17,7.54
20190129,Total,73.91,26.09,14.27,5.81,1.6,0.13,2019-01-29,2019-02-04,1,2019-01-29,21.81,7.54
20190122,Total,72.91,27.09,17.08,6.9,1.65,0.13,2019-01-22,2019-01-28,1,2019-01-22,25.759999999999994,8.680000000000001
20190115,Total,72.6,27.4,18.49,8.54,2.58,0.93,2019-01-15,2019-01-21,1,2019-01-15,30.54,12.049999999999999
20190108,Total,73.47,26.53,18.47,8.94,2.63,0.93,2019-01-08,2019-01-14,1,2019-01-08,30.969999999999995,12.5
20190101,Total,73.06,26.94,18.69,9.13,2.75,0.95,2019-01-01,2019-01-07,1,2019-01-01,31.52,12.83
20181225,Total,70.52,29.48,19.18,9.51,2.8,0.96,2018-12-25,2018-12-31,1,2018-12-25,32.449999999999996,13.27
20181218,Total,71.23,28.77,19.37,9.69,3.11,0.96,2018-12-18,2018-12-24,1,2018-12-18,33.13,13.759999999999998
20181211,Total,71.52,28.48,19.34,9.69,3.14,0.98,2018-12-11,2018-12-17,1,2018-12-11,33.15,13.81
20181204,Total,71.76,28.24,18.91,9.81,3.17,0.98,2018-12-04,2018-12-10,1,2018-12-04,32.87,13.96
20181127,Total,70.6,29.4,19.48,9.88,3.57,1.1,2018-11-27,2018-12-03,1,2018-11-27,34.03,14.55
20181120,Total,70.95,29.05,19.11,9.91,3.59,1.1,2018-11-20,2018-11-26,1,2018-11-20,33.71,14.6
20181113,Total,69.67,30.33,17.87,9.99,3.58,1.1,2018-11-13,2018-11-19,1,2018-11-13,32.54,14.67
20181106,Total,69.26,30.74,18.13,10.21,3.61,1.12,2018-11-06,2018-11-12,1,2018-11-06,33.07,14.940000000000001
20181030,Total,68.48,31.52,18.76,10.83,3.89,1.13,2018-10-30,2018-11-05,1,2018-10-30,34.61000000000001,15.850000000000001
20181023,Total,67.19,32.81,20.36,11.39,4.01,1.13,2018-10-23,2018-10-29,1,2018-10-23,36.89,16.53
20181016,Total,67.02,32.98,20.47,11.62,4.13,1.13,2018-10-16,2018-10-22,1,2018-10-16,37.35,16.88
20181009,Total,62.86,37.14,22.26,12.37,4.72,1.21,2018-10-09,2018-10-15,1,2018-10-09,40.56,18.3
20181002,Total,59.47,40.53,24.58,14.56,6.08,1.45,2018-10-02,2018-10-08,1,2018-10-02,46.67,22.09
20180925,Total,58.63,41.37,25.06,14.92,6.26,1.45,2018-09-25,2018-10-01,1,2018-09-25,47.69,22.63
20180918,Total,57.2,42.8,26.16,14.16,6.03,1.32,2018-09-18,2018-09-24,1,2018-09-18,47.67,21.51
20180911,Total,57.06,42.94,25.79,13.96,5.75,1.23,2018-09-11,2018-09-17,1,2018-09-11,46.73,20.94
20180904,Total,54.28,45.72,29.1,15.76,6.3,1.24,2018-09-04,2018-09-10,1,2018-09-04,52.4,23.299999999999997
20180828,Total,52.47,47.53,29.2,16.2,6.26,1.3,2018-08-28,2018-09-03,1,2018-08-28,52.959999999999994,23.76
20180821,Total,51.3,48.7,29.76,15.98,6.3,1.34,2018-08-21,2018-08-27,1,2018-08-21,53.38,23.62
20180814,Total,50.54,49.46,30.7,16.73,6.8,1.42,2018-08-14,2018-08-20,1,2018-08-14,55.65,24.950000000000003
20180807,Total,53.78,46.22,30.23,17.61,7.46,1.35,2018-08-07,2018-08-13,1,2018-08-07,56.650000000000006,26.42
20180731,Total,53.49,46.51,28.95,16.22,7.11,1.35,2018-07-31,2018-08-06,1,2018-07-31,53.63,24.68
20180724,Total,54.17,45.83,27.36,16.14,7.23,1.35,2018-07-24,2018-07-30,1,2018-07-24,52.080000000000005,24.720000000000002
20180717,Total,57.04,42.96,26.31,14.02,7.21,1.57,2018-07-17,2018-07-23,1,2018-07-17,49.11,22.8
20180710,Total,58.3,41.7,25.38,13.75,7.38,1.58,2018-07-10,2018-07-16,1,2018-07-10,48.089999999999996,22.71
20180703,Total,57.96,42.04,24.83,13.91,6.96,1.57,2018-07-03,2018-07-09,1,2018-07-03,47.269999999999996,22.44
20180626,Total,58.23,41.77,24.05,13.31,6.92,1.54,2018-06-26,2018-07-02,1,2018-06-26,45.82,21.77
20180619,Total,59.56,40.44,22.67,13.82,6.88,1.53,2018-06-19,2018-06-25,1,2018-06-19,44.900000000000006,22.23
20180612,Total,59.8,40.2,23.28,14.18,7.72,1.65,2018-06-12,2018-06-18,1,2018-06-12,46.83,23.549999999999997
20180605,Total,60.96,39.04,22.63,14.26,7.66,1.71,2018-06-05,2018-06-11,1,2018-06-05,46.26,23.630000000000003
20180529,Total,64.09,35.91,22.08,14.14,7.72,1.75,2018-05-29,2018-06-04,1,2018-05-29,45.69,23.61
20180522,Total,63.48,36.52,22.32,14.07,7.85,2.0,2018-05-22,2018-05-28,1,2018-05-22,46.24,23.92
20180515,Total,60.14,39.86,23.63,13.96,7.94,2.07,2018-05-15,2018-05-21,1,2018-05-15,47.6,23.970000000000002
20180508,Total,61.14,38.86,23.12,13.31,7.78,1.93,2018-05-08,2018-05-14,1,2018-05-08,46.14,23.02
20180501,Total,62.55,37.45,23.9,13.64,7.43,1.84,2018-05-01,2018-05-07,1,2018-05-01,46.81,22.91
20180424,Total,62.77,37.23,24.22,13.66,7.1,1.64,2018-04-24,2018-04-30,1,2018-04-24,46.62,22.4
20180417,Total,62.5,37.5,24.54,13.64,6.84,1.43,2018-04-17,2018-04-23,1,2018-04-17,46.449999999999996,21.91
20180410,Total,59.42,40.58,25.24,13.94,6.78,1.1,2018-04-10,2018-04-16,1,2018-04-10,47.06,21.82
20180403,Total,58.55,41.45,25.02,13.68,6.34,0.5,2018-04-03,2018-04-09,1,2018-04-03,45.540000000000006,20.52
20180327,Total,55.52,44.48,26.14,13.67,6.07,0.46,2018-03-27,2018-04-02,1,2018-03-27,46.34,20.200000000000003
20180320,Total,54.89,45.11,26.35,13.94,5.36,0.17,2018-03-20,2018-03-26,1,2018-03-20,45.82,19.470000000000002
20180313,Total,52.16,47.84,26.36,13.62,4.74,0.17,2018-03-13,2018-03-19,1,2018-03-13,44.89,18.53
20180306,Total,51.86,48.14,25.96,12.95,4.13,0.1,2018-03-06,2018-03-12,1,2018-03-06,43.14,17.18
20180227,Total,50.03,49.97,26.15,11.96,2.69,0.0,2018-02-27,2018-03-05,1,2018-02-27,40.8,14.65
20180220,Total,46.15,53.85,30.48,14.84,2.69,0.0,2018-02-20,2018-02-26,1,2018-02-20,48.01,17.53
20180213,Total,45.08,54.92,30.37,15.07,2.47,0.0,2018-02-13,2018-02-19,1,2018-02-13,47.91,17.54
20180206,Total,39.68,60.32,33.14,15.41,2.17,0.0,2018-02-06,2018-02-12,1,2018-02-06,50.72,17.58
20180130,Total,38.07,61.93,32.11,14.38,1.44,0.0,2018-01-30,2018-02-05,1,2018-01-30,47.93,15.82
20180123,Total,47.74,52.26,29.58,11.36,0.75,0.0,2018-01-23,2018-01-29,1,2018-01-23,41.69,12.11
20180116,Total,48.99,51.01,27.62,8.38,0.54,0.0,2018-01-16,2018-01-22,1,2018-01-16,36.54,8.920000000000002
20180109,Total,51.6,48.4,26.81,7.27,0.39,0.0,2018-01-09,2018-01-15,1,2018-01-09,34.47,7.659999999999999
20180102,Total,53.52,46.48,23.18,6.24,0.69,0.0,2018-01-02,2018-01-08,1,2018-01-02,30.110000000000003,6.93
20171226,Total,54.23,45.77,22.07,4.14,0.7,0.0,2017-12-26,2018-01-01,1,2017-12-26,26.91,4.84
20171219,Total,52.51,47.49,21.91,5.82,1.07,0.0,2017-12-19,2017-12-25,1,2017-12-19,28.8,6.890000000000001
20171212,Total,54.04,45.96,19.96,5.42,1.49,0.0,2017-12-12,2017-12-18,1,2017-12-12,26.87,6.91
20171205,Total,60.14,39.86,20.34,5.01,1.03,0.0,2017-12-05,2017-12-11,1,2017-12-05,26.380000000000003,6.04
20171128,Total,64.27,35.73,17.71,4.09,0.86,0.0,2017-11-28,2017-12-04,1,2017-11-28,22.66,4.95
20171121,Total,69.15,30.85,12.91,3.48,0.63,0.0,2017-11-21,2017-11-27,1,2017-11-21,17.02,4.11
20171114,Total,70.65,29.35,10.96,2.95,0.63,0.0,2017-11-14,2017-11-20,1,2017-11-14,14.540000000000001,3.58
20171107,Total,72.48,27.52,10.08,2.44,0.63,0.0,2017-11-07,2017-11-13,1,2017-11-07,13.15,3.07
20171031,Total,71.88,28.12,10.06,2.25,0.74,0.0,2017-10-31,2017-11-06,1,2017-10-31,13.05,2.99
20171024,Total,69.49,30.51,10.08,2.18,0.74,0.0,2017-10-24,2017-10-30,1,2017-10-24,13.0,2.92
20171017,Total,68.29,31.71,10.55,2.51,0.69,0.0,2017-10-17,2017-10-23,1,2017-10-17,13.75,3.1999999999999997
20171010,Total,68.03,31.97,11.91,3.39,0.89,0.22,2017-10-10,2017-10-16,1,2017-10-10,16.41,4.5
20171003,Total,67.38,32.62,12.12,3.98,1.17,0.42,2017-10-03,2017-10-09,1,2017-10-03,17.689999999999998,5.57
20170926,Total,68.98,31.02,11.65,4.19,1.97,0.72,2017-09-26,2017-10-02,1,2017-09-26,18.529999999999998,6.88
20170919,Total,69.04,30.96,13.07,4.71,2.0,0.72,2017-09-19,2017-09-25,1,2017-09-19,20.5,7.43
20170912,Total,71.59,28.41,13.55,5.24,2.62,1.07,2017-09-12,2017-09-18,1,2017-09-12,22.48,8.93
20170905,Total,73.38,26.62,11.43,4.98,2.36,1.07,2017-09-05,2017-09-11,1,2017-09-05,19.84,8.41
20170829,Total,74.24,25.76,10.0,4.82,2.22,1.01,2017-08-29,2017-09-04,1,2017-08-29,18.05,8.05
20170822,Total,75.19,24.81,10.23,4.61,2.03,0.49,2017-08-22,2017-08-28,1,2017-08-22,17.36,7.130000000000001
20170815,Total,74.67,25.33,9.58,4.48,2.05,0.59,2017-08-15,2017-08-21,1,2017-08-15,16.7,7.12
20170808,Total,69.72,30.28,9.63,4.52,1.98,0.63,2017-08-08,2017-08-14,1,2017-08-08,16.759999999999998,7.13
20170801,Total,67.99,32.01,11.04,4.39,2.17,0.63,2017-08-01,2017-08-07,1,2017-08-01,18.23,7.1899999999999995
20170725,Total,66.25,33.75,10.38,4.35,2.19,0.63,2017-07-25,2017-07-31,1,2017-07-25,17.55,7.169999999999999
20170718,Total,68.83,31.17,10.03,3.99,1.93,0.19,2017-07-18,2017-07-24,1,2017-07-18,16.14,6.11
20170711,Total,75.54,24.46,9.1,3.6,1.83,0.0,2017-07-11,2017-07-17,1,2017-07-11,14.53,5.43
20170704,Total,76.18,23.82,8.13,3.21,1.19,0.0,2017-07-04,2017-07-10,1,2017-07-04,12.53,4.4
20170627,Total,76.8,23.2,7.75,2.72,0.81,0.0,2017-06-27,2017-07-03,1,2017-06-27,11.280000000000001,3.5300000000000002
20170620,Total,77.54,22.46,7.2,1.78,0.46,0.0,2017-06-20,2017-06-26,1,2017-06-20,9.440000000000001,2.24
20170613,Total,77.73,22.27,7.06,1.31,0.0,0.0,2017-06-13,2017-06-19,1,2017-06-13,8.37,1.31
20170606,Total,80.3,19.7,7.5,1.04,0.0,0.0,2017-06-06,2017-06-12,1,2017-06-06,8.54,1.04
20170530,Total,79.29,20.71,4.46,0.94,0.24,0.0,2017-05-30,2017-06-05,1,2017-05-30,5.640000000000001,1.18
